email,order_entered,heating_seasonal_performance_factor,seasonal_energy_efficiency_rating
mbiddy@j-texon.com,5,25.5,35.3
mbiddy@rundofase.com,3,26.1,30.1
mbiddy@rundofase.com,4,23.5,44.7
mbiddy@zumgoity.com,1,27.1,46.8
mbilden@donware.com,3,20.5,40.8
mbirkner@inity.com,1,20.6,45.0
mbirkner@inity.com,3,11.7,22.6
mbirkner@stanredtax.com,1,24.4,35.3
mbitsuie@bioplex.com,2,23.0,42.6
mbookamer@finjob.com,1,29.0,35.4
mbookamer@finjob.com,2,23.9,61.8
mbookamer@finjob.com,3,20.1,63.6
mbourbon@betatech.com,1,27.1,45.9
mbourbon@betatech.com,2,22.0,37.8
mbourbon@statholdings.com,1,18.4,30.2
mbourbon@statholdings.com,4,19.6,58.2
mbriddick@funholding.com,1,11.1,43.4
mbrucato@dambase.com,2,19.9,45.3
mbrucato@dambase.com,3,18.3,44.1
mbrucato@dambase.com,4,23.7,54.2
mbutt@goodsilron.com,6,15.9,36.4
mbutzen@bioplex.com,3,23.4,41.7
mbutzen@lexiqvolax.com,1,16.6,29.4
mbuvens@streethex.com,1,24.4,31.3
mcaiafa@blackzim.com,1,17.8,55.9
mcallaro@domzoom.com,1,14.4,42.6
mcampain@rangreen.com,7,23.8,42.6
mcanlas@donquadtech.com,3,17.0,50.7
mcaudy@newex.com,1,23.4,20.1
mcaudy@xx-zobam.com,1,21.6,45.1
mcaudy@xx-zobam.com,5,19.8,52.0
mcaudy@xx-zobam.com,6,21.4,37.6
mchui@betatech.com,1,26.6,47.9
mchui@funholding.com,4,21.6,43.7
mcorrio@finhigh.com,1,17.7,50.7
mdallen@mathtouch.com,1,17.3,44.1
mdarakjy@stanredtax.com,2,24.3,46.2
mdelasancha@xx-zobam.com,3,18.4,33.8
mdenooyer@rantouch.com,2,22.3,39.7
mdenooyer@rantouch.com,3,18.2,49.9
mdenooyer@yearin.com,1,22.1,50.4
mdenooyer@yearin.com,3,22.3,33.1
mdhamer@plusstrip.com,2,14.0,37.8
mdopico@condax.com,1,11.5,46.3
mdopico@condax.com,2,24.1,53.2
mdubaldi@j-texon.com,3,21.8,49.1
mduenas@konex.com,1,18.7,33.3
meanes@bioplex.com,1,20.4,37.7
mengelberg@sonron.com,1,29.8,37.1
mengelberg@sonron.com,3,27.0,37.1
mengelberg@sonron.com,6,21.3,44.4
mengelberg@zumgoity.com,2,15.8,58.1
mestell@scottech.com,1,21.4,40.4
mestell@scottech.com,3,23.2,62.8
mfallick@finhigh.com,1,25.9,46.3
mfeichtner@openlane.com,1,20.8,39.4
mfeichtner@zathunicon.com,2,23.2,46.0
mfillingim@bioplex.com,1,19.4,49.4
mfillingim@kinnamplus.com,1,27.8,48.6
mfillingim@kinnamplus.com,4,17.3,43.9
mfillingim@kinnamplus.com,6,23.5,26.1
mfishburne@newex.com,1,21.2,34.5
mfoller@codehow.com,1,22.9,50.9
mfoller@codehow.com,4,28.2,36.4
mfoller@dontechi.com,1,21.1,43.1
mfoller@dontechi.com,4,21.1,29.8
mfrancescon@betatech.com,1,28.5,38.5
mgalam@xx-holding.com,1,17.9,47.6
mgarufi@betasoloin.com,1,20.5,47.5
mgarufi@nam-zim.com,3,25.4,58.9
mgarufi@nam-zim.com,4,20.7,45.8
mgato@ganjaflex.com,1,26.4,42.2
mgleich@y-corporation.com,1,22.7,25.3
mgobern@plussunin.com,6,29.0,37.3
mgochal@isdom.com,2,18.7,40.5
mgoldammer@zoomit.com,2,26.7,49.6
mgudroe@doncon.com,4,18.0,49.7
mgudroe@zencorporation.com,1,17.8,37.8
mhalter@gogozoom.com,1,21.1,58.1
mhanafan@hatfan.com,3,24.7,39.0
mharabedian@finhigh.com,1,24.9,33.2
mhauenstein@labdrill.com,1,21.4,48.6
mhauenstein@labdrill.com,3,15.9,35.3
mhauenstein@labdrill.com,4,21.9,39.1
mheintzman@codehow.com,1,21.3,49.3
mheintzman@codehow.com,4,26.8,42.2
mhellickson@konex.com,1,16.4,43.3
mhiatt@rantouch.com,2,20.9,55.1
mhiatt@rantouch.com,3,24.2,56.2
mhidvegi@rundofase.com,1,23.7,32.6
mhirpara@cancity.com,1,31.7,60.0
mhirpara@cancity.com,2,23.9,41.5
mhixenbaugh@kinnamplus.com,1,14.7,24.9
mhixenbaugh@kinnamplus.com,3,15.6,52.1
mhoa@bioplex.com,1,24.2,41.3
mhoogland@betatech.com,3,17.9,48.9
mhoogland@betatech.com,5,20.9,27.0
mhughey@zencorporation.com,4,25.7,54.5
mhusser@doncon.com,1,31.1,25.2
minouye@faxquote.com,1,25.6,38.5
misenhower@lexiqvolax.com,3,16.5,42.5
miturbide@betasoloin.com,1,24.7,46.0
mjeanty@finjob.com,1,21.6,47.9
mjeanty@finjob.com,2,15.4,48.3
mjillson@betatech.com,1,18.2,28.7
mjulia@fasehatice.com,1,12.8,16.5
mjulia@fasehatice.com,3,28.8,38.0
mjulia@warephase.com,3,22.9,42.9
mjuvera@newex.com,2,19.2,44.1
mjuvera@plusstrip.com,2,25.3,37.7
mjuvera@plusstrip.com,4,27.5,56.7
mkampa@singletechno.com,3,19.8,49.8
mkaniecki@cancity.com,5,21.3,52.7
mkaniecki@cancity.com,6,21.3,53.8
mkeneipp@dambase.com,3,26.6,50.1
mkines@singletechno.com,3,21.0,32.9
mklonowski@finhigh.com,2,21.8,54.9
mklonowski@finjob.com,1,17.2,39.9
mklonowski@finjob.com,4,18.8,44.1
mkohl@domzoom.com,2,21.0,56.3
mkohl@domzoom.com,4,26.4,35.4
mkohl@zathunicon.com,3,21.4,29.0
mkolmetz@bioholding.com,1,15.0,62.1
mkolmetz@bioholding.com,2,25.4,48.5
mkoppinger@sonron.com,1,24.8,54.1
mkorando@sonron.com,3,29.1,45.3
mkownacki@isdom.com,3,24.0,18.5
mkulzer@fasehatice.com,3,27.0,44.5
mlary@singletechno.com,2,28.1,45.2
mlary@singletechno.com,3,22.9,48.3
mlatzke@condax.com,4,23.6,50.4
mlatzke@openlane.com,3,22.3,30.9
mlatzke@openlane.com,5,18.1,45.1
mlatzke@openlane.com,7,26.2,42.6
mlatzke@zumgoity.com,1,18.0,57.4
mlawler@ontomedia.com,3,19.8,41.8
mleinenbach@donquadtech.com,1,20.6,33.4
mleinenbach@donquadtech.com,2,26.1,56.4
mleto@plusstrip.com,2,13.5,50.2
mlinahan@isdom.com,4,24.0,37.7
mloder@year-job.com,1,15.7,38.5
mlouissant@xx-zobam.com,2,21.9,29.3
mlouissant@xx-zobam.com,3,30.5,41.7
mluczki@rantouch.com,1,21.8,51.1
mluczki@rantouch.com,2,18.9,33.3
mluczki@rantouch.com,4,16.6,32.1
mlueckenbach@finhigh.com,1,20.2,39.5
mlueckenbach@ontomedia.com,3,22.1,29.3
mmaisto@finjob.com,3,27.2,49.9
mmalet@plussunin.com,1,27.1,30.8
mmalvin@betasoloin.com,4,18.9,31.0
mmanno@faxquote.com,1,20.4,46.5
mmccullan@j-texon.com,4,23.4,46.0
mmccullan@rantouch.com,1,22.2,38.4
mmcnease@nam-zim.com,1,20.3,43.3
mmconnell@plussunin.com,1,22.7,41.3
mmelnyk@mathtouch.com,1,16.3,49.4
mmiro@yearin.com,2,23.6,42.7
mmodzelewski@plussunin.com,3,23.5,47.2
mmondella@mathtouch.com,2,11.9,50.0
mmondella@mathtouch.com,3,23.2,28.0
mnayar@goodsilron.com,1,26.5,49.1
mnunlee@konex.com,1,19.4,28.8
mohms@blackzim.com,1,16.3,44.1
mostolaza@stanredtax.com,2,19.4,46.5
mostolaza@stanredtax.com,3,19.9,34.3
mostolaza@stanredtax.com,4,22.4,41.1
mostolaza@stanredtax.com,9,18.6,22.0
mostrosky@betatech.com,2,25.9,38.7
mostrosky@betatech.com,3,22.7,47.4
mpalaspas@ganjaflex.com,6,23.0,30.5
mparvis@hottechi.com,1,19.7,37.3
mparvis@hottechi.com,3,20.6,47.5
mpaulas@ontomedia.com,1,32.1,28.5
mperez@doncon.com,1,19.5,54.7
mperez@doncon.com,2,25.5,31.4
mperez@doncon.com,3,12.3,41.4
mperigo@j-texon.com,1,18.8,42.1
mperigo@j-texon.com,2,21.6,37.1
mperigo@j-texon.com,4,26.2,36.2
mperruzza@konex.com,3,22.4,51.3
mperruzza@year-job.com,1,23.5,27.9
mperruzza@year-job.com,2,26.6,43.7
mrentfro@betatech.com,1,19.5,36.0
mrentfro@betatech.com,2,19.0,55.6
mrestrepo@nam-zim.com,2,26.3,45.6
mrestrepo@nam-zim.com,5,18.6,48.2
mrhym@betasoloin.com,1,22.1,36.6
mrhymes@ganjaflex.com,2,22.7,33.8
mrhymes@ganjaflex.com,3,19.7,20.9
mrim@groovestreet.com,2,20.3,55.4
mrim@groovestreet.com,3,17.8,35.7
mrim@groovestreet.com,4,16.3,50.9
mrodeigues@conecom.com,1,17.2,48.8
mrodeigues@conecom.com,6,18.8,53.7
mrowling@zotware.com,2,21.7,38.9
mroyster@dontechi.com,2,17.9,65.0
mroyster@silis.com,1,30.7,24.1
mrulapaugh@rundofase.com,2,23.3,22.3
mruta@kan-code.com,1,26.0,48.7
mruta@kinnamplus.com,3,25.4,31.0
msahagun@domzoom.com,2,17.0,30.5
msahagun@domzoom.com,4,20.3,53.6
msama@betatech.com,1,20.7,40.9
msama@betatech.com,2,19.2,39.4
msarao@lexiqvolax.com,4,22.0,47.6
msawchuk@newex.com,1,14.1,47.8
msawchuk@newex.com,2,27.7,38.0
mschemmer@streethex.com,1,20.5,60.4
mschemmer@zathunicon.com,3,25.9,43.2
mschnitzler@opentech.com,1,27.8,40.7
mschnitzler@ron-tech.com,1,29.4,38.4
mseewald@ron-tech.com,1,13.0,42.5
mseewald@ron-tech.com,3,24.2,53.6
msetter@ganjaflex.com,1,19.3,56.2
msetter@ganjaflex.com,4,26.0,40.0
mshields@hatfan.com,1,22.5,39.6
mshinko@hatfan.com,6,24.3,51.3
msilvestrini@zathunicon.com,1,22.2,55.4
msilvestrini@zathunicon.com,5,28.6,33.6
msilvestrini@zathunicon.com,6,16.9,48.8
mskursky@opentech.com,1,24.3,62.4
mslayton@golddex.com,1,22.4,47.6
mslusarski@donquadtech.com,2,27.1,43.6
mslusarski@donquadtech.com,5,20.9,46.2
mslusarski@donquadtech.com,7,25.8,34.7
mslusarski@donquadtech.com,9,19.2,47.0
mslusarski@donquadtech.com,11,18.9,32.0
mslusarski@donquadtech.com,12,27.1,47.3
msmith@labdrill.com,2,28.2,52.7
msmith@labdrill.com,4,23.8,36.2
msteffensmeier@scottech.com,1,27.4,31.7
mstem@sonron.com,1,20.9,44.8
mstenseth@betatech.com,1,18.1,30.5
mstenseth@betatech.com,2,28.0,42.3
mstenseth@plusstrip.com,2,16.7,27.4
mstockham@zumgoity.com,2,22.7,59.9
mstockham@zumgoity.com,3,22.2,36.8
mstuer@year-job.com,1,25.4,47.6
mtagala@nam-zim.com,1,21.7,33.1
mtegarden@hatfan.com,2,29.3,34.3
mtegarden@hatfan.com,3,25.4,52.4
mtoelkes@donware.com,1,19.9,48.9
mtoelkes@scotfind.com,3,24.8,63.8
mtollner@green-plus.com,3,26.8,44.6
mtomasulo@isdom.com,3,29.4,51.8
mtomasulo@isdom.com,4,23.0,45.5
mvanausdal@openlane.com,1,21.1,34.9
mvanheusen@hatfan.com,2,23.6,62.3
mvanheusen@hatfan.com,3,23.2,47.6
mvanheusen@hatfan.com,4,24.4,41.1
mvarriano@dalttechnology.com,1,15.9,43.3
mvarriano@dalttechnology.com,3,21.7,41.7
mvinning@silis.com,3,16.6,46.0
mvonasek@xx-holding.com,1,15.4,32.0
mwaycott@dambase.com,1,24.2,52.0
mwaycott@dambase.com,2,28.4,61.6
mwaymire@zumgoity.com,3,29.1,45.1
mwaymire@zumgoity.com,4,20.8,39.5
mwaymire@zumgoity.com,7,19.9,37.8
mwhobrey@doncon.com,4,19.6,67.4
mwhobrey@rundofase.com,2,25.9,28.5
mwhobrey@yearin.com,1,22.6,47.0
mwide@funholding.com,1,21.8,48.0
mwiklund@condax.com,1,21.5,36.9
mwitten@dambase.com,2,21.3,54.3
mwolny@opentech.com,1,21.8,44.7
mworlds@doncon.com,1,24.0,47.3
mwrinkles@funholding.com,1,10.6,37.1
myum@dambase.com,2,23.8,50.4
myum@dambase.com,4,15.4,29.2
myum@silis.com,1,15.5,66.7
myum@silis.com,4,23.8,27.1
mzagen@sumace.com,1,21.2,54.0
nacey@dontechi.com,1,22.9,44.9
nacey@dontechi.com,2,27.3,37.8
nacey@dontechi.com,3,21.4,33.7
naredondo@konmatfix.com,3,27.6,53.1
naredondo@konmatfix.com,4,25.2,51.9
nbenimadho@plussunin.com,1,26.5,51.8
nbenimadho@plussunin.com,5,20.9,47.5
nbenimadho@plussunin.com,8,26.7,37.7
nbennick@groovestreet.com,1,25.5,32.4
nbennick@groovestreet.com,3,22.8,41.6
nbennick@groovestreet.com,4,21.8,49.0
nberganza@y-corporation.com,1,28.0,32.6
nbookamer@rangreen.com,2,24.4,26.9
nboulter@hottechi.com,1,16.6,34.6
nbrucato@conecom.com,1,19.7,51.9
nbrucato@conecom.com,3,23.8,52.9
nbubash@condax.com,3,26.6,44.8
ncaudy@labdrill.com,3,13.8,55.3
ncetta@rundofase.com,1,25.5,38.4
nchavous@j-texon.com,1,22.3,51.3
nchavous@j-texon.com,2,22.3,44.5
nclaucherty@codehow.com,6,16.6,42.2
nclaucherty@codehow.com,7,24.2,52.2
nclaucherty@warephase.com,1,28.0,59.0
ncolaizzo@scottech.com,3,24.3,50.3
ncolaizzo@yearin.com,1,27.8,34.3
ncolaizzo@yearin.com,2,22.6,55.5
ncolaizzo@yearin.com,4,15.4,33.6
ncorrio@toughzap.com,1,22.7,56.0
ncorrio@toughzap.com,2,21.6,70.1
ncousey@warephase.com,3,23.4,33.8
ncraghead@faxquote.com,1,25.2,34.7
ndaufeldt@ron-tech.com,4,18.8,51.5
ndorshorst@treequote.com,3,16.9,44.2
ndrymon@kinnamplus.com,1,25.6,47.5
ndrymon@kinnamplus.com,3,21.5,58.0
neschberger@ontomedia.com,2,24.7,30.4
nfallick@golddex.com,1,19.3,63.4
nferencz@dambase.com,1,26.2,28.9
nferencz@dambase.com,3,24.5,46.2
nferencz@dambase.com,5,22.1,41.7
nfern@openlane.com,2,19.1,40.9
nfortino@gogozoom.com,4,19.4,41.1
nfortino@gogozoom.com,6,25.3,54.2
nfortino@gogozoom.com,7,13.5,36.0
nfrerking@sumace.com,1,31.9,39.2
ngarufi@zoomit.com,3,21.5,37.0
nglick@betatech.com,1,23.1,39.7
ngoldammer@mathtouch.com,1,9.8,43.6
ngoldammer@mathtouch.com,3,19.1,31.9
nhalter@year-job.com,3,24.2,44.1
nharnos@nam-zim.com,1,19.4,46.5
nheintzman@mathtouch.com,1,23.2,46.2
nheintzman@mathtouch.com,4,26.3,40.9
nhirpara@doncon.com,1,21.0,16.0
nhirpara@doncon.com,3,21.1,24.8
nisaacs@finjob.com,4,19.2,52.1
nkines@stanredtax.com,3,26.8,51.7
nkines@stanredtax.com,4,23.5,37.6
nklang@stanredtax.com,1,23.9,54.0
nkulzer@statholdings.com,1,22.9,33.0
nkulzer@statholdings.com,2,21.8,37.9
nkulzer@statholdings.com,3,27.8,52.1
nlawler@scottech.com,1,15.2,54.1
nlawler@scottech.com,2,18.8,35.7
nlawler@scottech.com,5,19.4,33.2
nlawler@scottech.com,6,22.0,49.4
nlayous@warephase.com,1,19.2,35.2
nlayous@warephase.com,2,11.7,54.0
nlayous@warephase.com,3,23.6,36.8
nlayous@warephase.com,4,21.1,49.9
nlietz@bioholding.com,3,25.5,47.0
nloader@kinnamplus.com,1,21.0,39.3
nmaillard@singletechno.com,1,19.7,23.4
nmallett@rantouch.com,3,30.4,23.0
nmarrier@ontomedia.com,1,23.4,48.1
nmarrier@ontomedia.com,2,24.7,38.5
nmarrier@ontomedia.com,3,21.4,44.7
nmatuszak@golddex.com,1,25.1,54.1
nmatuszak@golddex.com,2,26.5,35.6
nmatuszak@golddex.com,3,13.1,40.4
nmatuszak@golddex.com,4,22.3,35.6
nmcrae@xx-holding.com,1,25.4,40.7
nmontezuma@iselectrics.com,4,24.2,35.9
nmontezuma@mathtouch.com,1,23.6,51.5
nnicolozakes@hottechi.com,1,23.3,44.4
nohms@golddex.com,1,25.7,32.4
nparlato@goodsilron.com,1,24.5,42.9
nparvis@donquadtech.com,2,17.6,37.5
npaulas@donware.com,1,17.3,33.5
npaulas@donware.com,2,20.9,43.4
nperin@bioholding.com,3,22.1,32.4
nplumer@finhigh.com,2,28.0,43.0
nreiber@konex.com,2,25.9,48.3
nriden@iselectrics.com,3,17.0,46.3
nryser@scotfind.com,1,23.4,56.6
nryser@scotfind.com,3,16.9,39.5
nschmierer@zencorporation.com,1,16.8,36.2
nscriven@kan-code.com,1,21.3,47.5
nscriven@kan-code.com,2,17.9,57.6
nsetter@plusstrip.com,1,23.1,41.8
nsetter@plusstrip.com,2,18.5,44.5
nshinko@iselectrics.com,3,12.9,39.7
nshinko@y-corporation.com,2,16.6,46.6
nsimilton@kan-code.com,3,22.4,45.1
nspringe@conecom.com,1,21.7,60.7
nsyrop@finhigh.com,2,24.7,24.7
nventura@domzoom.com,2,20.0,52.7
nventura@domzoom.com,3,26.7,47.5
nvocelka@scottech.com,2,24.8,41.6
nvocelka@scottech.com,4,22.8,53.7
nwalthall@donquadtech.com,1,28.8,46.2
nwalthall@openlane.com,2,18.7,44.7
nweight@stanredtax.com,1,25.9,36.0
nweight@stanredtax.com,5,25.3,46.8
nwolny@plussunin.com,2,23.8,36.5
nzepp@stanredtax.com,1,26.9,46.0
oblunk@statholdings.com,1,17.9,39.9
ocork@yearin.com,2,22.5,43.3
ocork@yearin.com,3,17.2,34.7
odinos@betatech.com,1,19.1,50.9
odinos@betatech.com,2,22.6,39.9
odinos@betatech.com,3,22.9,38.8
oeroman@donware.com,2,24.8,38.5
ohudnall@ron-tech.com,3,23.6,57.0
oloder@dambase.com,1,22.1,44.3
olorens@dambase.com,1,15.7,54.2
omaclead@kinnamplus.com,2,28.0,39.9
omaclead@kinnamplus.com,3,17.4,41.4
omenter@dambase.com,1,15.3,45.0
oostolaza@zencorporation.com,2,19.6,36.4
oostolaza@zencorporation.com,4,23.1,35.9
opaa@codehow.com,1,15.5,36.7
opaa@codehow.com,3,17.7,34.5
opaa@year-job.com,2,24.5,42.0
opaa@year-job.com,3,20.3,25.8
opaa@year-job.com,4,12.3,40.7
oplumer@sumace.com,2,25.2,47.9
oryser@rantouch.com,1,23.6,42.4
oryser@rantouch.com,2,21.1,39.4
oryser@rantouch.com,3,27.3,43.3
oschemmer@opentech.com,1,24.1,49.4
ostockham@y-corporation.com,2,22.2,45.2
ostockham@y-corporation.com,3,21.4,58.2
owaymire@ganjaflex.com,1,16.8,44.1
owrinkles@goodsilron.com,1,18.6,34.9
oyglesias@stanredtax.com,1,18.4,38.6
parceo@stanredtax.com,1,15.2,41.1
pbilden@openlane.com,1,15.5,41.1
pbookamer@donware.com,1,21.8,52.5
pbookamer@donware.com,3,24.5,54.8
pbreland@hatfan.com,1,20.9,31.5
pbreland@hatfan.com,2,16.0,60.9
pbreland@hatfan.com,3,23.7,55.7
pcookey@zoomit.com,3,13.3,46.2
pdallen@green-plus.com,2,16.6,40.4
pdallen@green-plus.com,5,21.9,44.1
pdallen@green-plus.com,6,15.6,37.0
peanes@dalttechnology.com,1,16.4,62.4
pennaco@doncon.com,3,28.2,51.7
pennaco@doncon.com,4,15.6,35.6
peschberger@groovestreet.com,1,28.7,44.6
peschberger@groovestreet.com,3,22.8,49.0
pfortino@nam-zim.com,1,22.4,40.5
pgalam@condax.com,1,22.1,45.7
pgellinger@plexzap.com,3,31.2,35.3
pgleich@domzoom.com,1,27.5,56.4
pgleich@domzoom.com,2,23.8,62.9
phamilton@domzoom.com,1,18.6,48.3
phanafan@rangreen.com,1,16.9,52.3
phaufler@hottechi.com,2,20.6,55.5
phirpara@rangreen.com,3,21.8,41.9
phirpara@rangreen.com,6,24.4,41.9
phoffis@kan-code.com,2,24.2,43.4
phoopengardner@blackzim.com,1,18.8,75.0
pisenhower@blackzim.com,1,22.8,35.7
pisenhower@blackzim.com,3,23.4,67.3
piturbide@green-plus.com,2,18.8,33.5
pkolmetz@dontechi.com,2,18.3,30.5
pkolmetz@dontechi.com,3,22.8,26.9
pkolmetz@dontechi.com,4,29.5,39.3
plimmel@plussunin.com,1,15.6,24.9
pmai@hottechi.com,2,31.2,20.7
pmai@hottechi.com,3,21.1,47.7
pmaillard@scotfind.com,3,23.3,20.8
pmeinerding@konex.com,4,12.2,50.2
pmerced@plussunin.com,2,13.7,34.4
pmerced@plussunin.com,3,24.7,45.1
pmerced@plussunin.com,4,18.1,51.7
pmeteer@funholding.com,1,20.7,37.4
pnestle@cancity.com,1,20.2,56.0
pnunlee@sumace.com,1,31.6,40.7
pparlato@iselectrics.com,1,24.4,43.3
pparlato@iselectrics.com,3,26.6,31.8
pparlato@iselectrics.com,6,20.9,45.0
ppatak@plussunin.com,1,21.2,54.4
pperez@rangreen.com,2,26.3,41.1
pperez@rangreen.com,3,23.4,44.0
pperez@statholdings.com,1,17.8,46.3
ppolidori@golddex.com,1,22.5,27.3
pradde@bioholding.com,1,22.7,43.8
prentfro@singletechno.com,1,19.5,49.0
prentfro@singletechno.com,3,22.0,43.7
prentfro@singletechno.com,4,22.9,44.7
prentfro@singletechno.com,6,19.9,46.1
prestrepo@lexiqvolax.com,3,19.0,46.5
psarbacher@scotfind.com,2,26.7,55.2
psergi@silis.com,4,18.6,42.9
psilvestrini@labdrill.com,3,19.1,59.9
psilvestrini@labdrill.com,4,28.8,38.3
psilvestrini@labdrill.com,5,28.6,32.3
psilvestrini@xx-zobam.com,3,29.8,53.2
ptheodorov@codehow.com,2,20.0,41.1
pvarriano@xx-holding.com,2,19.1,52.2
pvarriano@xx-holding.com,3,20.8,43.4
pweight@warephase.com,3,23.2,61.7
pwenner@plexzap.com,1,17.4,45.3
pwesterbeck@funholding.com,1,24.0,50.3
pzagen@sunnamplex.com,1,18.5,47.0
pzagen@sunnamplex.com,5,22.2,39.6
pzagen@sunnamplex.com,8,19.6,25.3
qdiestel@mathtouch.com,1,18.0,22.3
qdilliard@finhigh.com,3,21.4,49.0
qdilliard@finhigh.com,4,18.5,67.6
qfallick@fasehatice.com,3,18.6,46.6
qflosi@domzoom.com,1,21.6,46.3
qflosi@domzoom.com,2,18.3,49.1
qflosi@domzoom.com,4,22.6,43.1
qflosi@domzoom.com,6,21.9,42.3
qhagele@dalttechnology.com,2,20.6,47.0
qkiel@streethex.com,3,18.6,34.7
qkiel@streethex.com,6,25.6,53.2
qkippley@j-texon.com,1,22.1,55.3
qlother@plussunin.com,1,19.2,50.9
qmcrae@domzoom.com,2,21.0,36.7
qneither@domzoom.com,2,24.2,38.5
qneither@domzoom.com,4,22.8,33.9
qpapasergi@stanredtax.com,1,23.7,37.6
qpapasergi@stanredtax.com,3,19.4,58.0
qpapasergi@stanredtax.com,6,26.2,41.2
qpapasergi@stanredtax.com,7,19.2,28.3
qschmierer@hatfan.com,1,24.8,39.9
qschmierer@hatfan.com,3,26.5,54.0
qstaback@hatfan.com,1,15.3,23.3
qstaback@hatfan.com,3,16.0,50.7
qstaback@hatfan.com,4,18.2,38.3
qstaback@hatfan.com,5,27.4,42.2
qzepp@ganjaflex.com,2,27.7,66.3
rabdallah@donquadtech.com,1,23.9,21.3
rabdallah@donquadtech.com,2,23.6,37.4
rabdallah@donquadtech.com,6,24.8,53.1
rahle@bioholding.com,1,20.8,68.9
ralbares@y-corporation.com,1,23.1,45.1
ramyot@isdom.com,1,19.4,54.9
ramyot@isdom.com,3,20.7,50.7
raredondo@labdrill.com,2,14.7,40.9
raredondo@labdrill.com,3,24.3,38.8
rauber@konex.com,3,20.6,40.4
rbachman@sumace.com,1,21.8,28.3
rbachman@sumace.com,3,22.2,13.5
rbenimadho@rangreen.com,1,21.2,41.3
rbenimadho@rangreen.com,2,22.1,50.6
rbenimadho@rangreen.com,3,22.4,40.7
rbergesen@kinnamplus.com,4,21.0,49.6
rbiddy@konmatfix.com,2,18.0,35.8
rbiddy@konmatfix.com,3,16.9,46.6
rbiddy@konmatfix.com,4,16.2,25.6
rbiddy@plexzap.com,1,27.3,47.1
rbirkner@plusstrip.com,1,24.0,45.3
rblackwood@zumgoity.com,2,20.0,60.3
rblackwood@zumgoity.com,3,19.8,35.0
rbolognia@finhigh.com,2,22.3,50.8
rbolognia@finhigh.com,4,21.8,47.0
rbolognia@finhigh.com,6,18.7,36.6
rbrachle@betasoloin.com,1,22.0,38.4
rbrachle@betasoloin.com,3,22.3,30.3
rbreland@faxquote.com,4,23.2,38.8
rbriddick@donware.com,1,21.2,56.6
rbrideau@iselectrics.com,2,23.6,33.6
rbrideau@iselectrics.com,3,17.5,52.5
rbrideau@j-texon.com,1,17.7,31.5
rbrideau@y-corporation.com,3,19.8,48.2
rbrossart@gogozoom.com,3,20.8,38.7
rbrucato@sonron.com,1,19.8,41.3
rbrucato@sonron.com,2,30.1,48.4
rbrucato@streethex.com,3,24.8,41.6
rbrucato@toughzap.com,1,26.4,36.1
rbrucato@toughzap.com,4,23.9,32.0
rbubash@scotfind.com,1,22.9,48.0
rbubash@scotfind.com,2,19.7,34.0
rbubash@scotfind.com,3,19.9,34.9
rbuvens@codehow.com,1,23.2,42.6
rbuvens@dalttechnology.com,1,18.1,33.7
rcallaro@groovestreet.com,2,15.8,27.8
rcantres@silis.com,1,26.5,39.9
rcantres@silis.com,5,19.3,33.9
rcantres@sonron.com,3,25.1,47.7
rcartan@opentech.com,1,13.5,65.2
rcartan@opentech.com,4,17.3,42.3
rcentini@bioplex.com,2,23.0,54.8
rcentini@bioplex.com,4,23.5,49.0
rchaffins@condax.com,2,18.5,53.3
rchavous@dontechi.com,1,24.4,36.8
rchickering@gogozoom.com,4,25.0,27.1
rcronauer@newex.com,3,21.6,39.6
rcrupi@condax.com,5,20.3,73.3
rcrupi@sunnamplex.com,1,18.8,28.5
rdemesa@finjob.com,1,18.1,33.8
rdemesa@finjob.com,2,23.6,46.9
rdenooyer@hatfan.com,1,25.8,40.6
rdenooyer@openlane.com,1,23.9,44.4
rdenooyer@openlane.com,2,19.4,52.8
rdenooyer@openlane.com,4,25.5,62.3
rdenooyer@openlane.com,5,26.8,46.0
rdenooyer@plexzap.com,6,17.3,45.9
rdevreese@yearin.com,2,20.6,45.8
rdewar@j-texon.com,1,23.4,32.5
rdhamer@golddex.com,5,28.5,34.0
rdickerson@blackzim.com,1,17.4,56.8
rdickerson@groovestreet.com,7,21.4,35.1
rdinos@scotfind.com,1,24.7,33.8
rdorshorst@labdrill.com,1,24.2,41.2
rdorshorst@labdrill.com,2,24.4,46.9
rdrymon@gogozoom.com,1,20.9,34.0
reanes@toughzap.com,4,21.5,48.1
rehmann@bioholding.com,2,24.3,59.3
rehmann@fasehatice.com,1,24.3,48.4
rehmann@fasehatice.com,4,20.8,37.6
remigh@treequote.com,1,21.6,44.8
remigh@treequote.com,3,19.4,20.6
remigh@treequote.com,4,21.4,54.8
rennaco@bioholding.com,1,24.1,33.3
reroman@y-corporation.com,1,28.3,45.4
reschberger@streethex.com,1,18.1,26.0
rfern@iselectrics.com,1,24.8,41.2
rfigeroa@streethex.com,1,19.7,64.1
rfigeroa@streethex.com,4,22.7,51.7
rflister@fasehatice.com,1,22.6,54.0
rflister@fasehatice.com,6,26.3,36.3
rflister@fasehatice.com,7,20.3,38.9
rfrey@condax.com,1,21.9,35.5
rgibes@finhigh.com,1,24.9,52.4
rgibes@opentech.com,1,29.5,43.4
rgibes@opentech.com,4,21.4,44.9
rgibes@opentech.com,5,21.5,36.8
rgochal@hottechi.com,7,23.2,62.2
