email,square_footage,household_type,thermostat_setting_heating,thermostat_setting_cooling,postal_code
garedondo@year-job.com,1857,house,67,NULL,98233
gasar@cancity.com,885,apartment,69,73,17061
gasar@konmatfix.com,1017,condominium,69,71,41033
gauffrey@hottechi.com,1765,apartment,76,73,21502
gauffrey@konmatfix.com,1677,house,70,71,58792
gbachman@golddex.com,1504,house,NULL,NULL,21703
gbarfield@plexzap.com,1081,townhome,NULL,NULL,86510
gbarfield@statholdings.com,189,condominium,74,73,67862
gbatman@streethex.com,1227,house,75,71,19080
gbennick@ganjaflex.com,1315,house,NULL,70,27012
gberlanga@silis.com,1131,condominium,69,NULL,65501
gberray@hottechi.com,2039,house,70,73,98390
gbevelacqua@zencorporation.com,427,"mobile home",71,NULL,32763
gbiddy@donquadtech.com,245,"mobile home",67,73,38053
gbolognia@year-job.com,1788,townhome,73,76,98503
gbookamer@streethex.com,563,townhome,70,71,42267
gborgman@singletechno.com,772,house,69,69,34984
gbrossart@goodsilron.com,682,condominium,65,70,20429
gbubash@rangreen.com,540,condominium,76,NULL,68925
gburnard@cancity.com,561,apartment,NULL,NULL,33004
gbutt@plussunin.com,1320,apartment,71,NULL,19341
gbutzen@streethex.com,1066,apartment,NULL,74,26720
gbuzick@yearin.com,482,condominium,75,72,80234
gcaiafa@j-texon.com,930,apartment,73,70,72137
gcaldarera@lexiqvolax.com,2217,house,69,72,12257
gcaldarera@zathunicon.com,1431,apartment,72,68,54806
gcampain@fasehatice.com,886,townhome,NULL,71,30517
gcampain@goodsilron.com,656,house,73,75,29353
gcandlish@ron-tech.com,863,condominium,70,76,17372
gcanlas@ganjaflex.com,453,apartment,76,NULL,63966
gcaudy@doncon.com,1130,townhome,77,71,63782
gcetta@zoomit.com,370,apartment,70,72,48733
gchaffins@stanredtax.com,1868,house,NULL,NULL,30739
gchui@fasehatice.com,1154,townhome,67,68,27613
gchui@gogozoom.com,426,apartment,72,72,42376
gchui@ontomedia.com,1155,townhome,67,73,05675
gcolaizzo@xx-holding.com,841,house,71,69,01107
gcorrington@ontomedia.com,1618,house,64,73,66431
gcorrington@y-corporation.com,438,apartment,NULL,NULL,17105
gcorrio@plexzap.com,2067,apartment,72,NULL,62314
gcousey@doncon.com,1034,apartment,76,NULL,61333
gcousey@newex.com,1436,townhome,73,74,30619
gcoyier@cancity.com,592,apartment,73,76,07043
gcoyier@green-plus.com,638,house,69,NULL,33567
gcoyier@groovestreet.com,2904,house,72,73,25802
gcronauer@xx-holding.com,2430,house,NULL,NULL,16046
gdelasancha@hottechi.com,2023,apartment,NULL,74,19605
gdelasancha@j-texon.com,938,apartment,73,NULL,05073
gdelasancha@scotfind.com,1698,house,69,76,12204
gdelasancha@scottech.com,1041,house,NULL,NULL,72149
gdelasancha@sumace.com,759,house,73,72,89123
gdevreese@finhigh.com,587,apartment,74,74,02177
gdilliard@groovestreet.com,886,apartment,68,71,34234
gdinos@zencorporation.com,680,house,72,71,31210
gdopico@warephase.com,1147,apartment,73,73,28079
gdopico@zathunicon.com,66,house,77,73,62656
gduenas@funholding.com,1968,house,67,75,29470
gduenas@iselectrics.com,842,apartment,77,72,72320
gduenas@lexiqvolax.com,157,apartment,75,69,62756
geanes@openlane.com,771,house,NULL,NULL,78055
gehmann@cancity.com,1509,house,71,NULL,12201
gennaco@rundofase.com,1628,house,69,74,99066
geroman@donware.com,109,apartment,74,71,02375
geroman@xx-holding.com,68,townhome,76,71,31709
geschberger@donware.com,1970,apartment,74,74,17314
gestell@newex.com,1159,house,74,73,68330
gferrario@domzoom.com,2258,apartment,64,71,27802
gferrario@konex.com,915,apartment,76,72,35485
gfigeroa@kinnamplus.com,723,apartment,71,72,62868
gfishburne@dambase.com,1494,house,69,NULL,19192
gfishburne@plexzap.com,500,apartment,73,NULL,70665
gfishburne@plusstrip.com,1245,house,75,73,02030
gflosi@condax.com,469,apartment,74,NULL,65332
gflosi@faxquote.com,579,condominium,74,73,03883
gfritz@donware.com,615,townhome,72,73,28369
ggabisi@codehow.com,623,apartment,NULL,NULL,77069
ggabisi@ganjaflex.com,2237,house,72,71,82010
ggellinger@codehow.com,1075,house,NULL,NULL,23240
ggellinger@xx-zobam.com,1287,apartment,73,73,97817
ggesick@nam-zim.com,1444,apartment,74,72,97212
ggibes@ron-tech.com,1477,house,NULL,73,99019
ggiguere@iselectrics.com,484,"mobile home",75,NULL,46239
ggiguere@scotfind.com,3176,house,NULL,73,25164
ggiguere@singletechno.com,950,apartment,NULL,74,43002
ggillian@scottech.com,1292,condominium,73,NULL,27978
ggleich@zathunicon.com,1231,house,NULL,74,12464
gglick@sonron.com,1760,house,75,75,29170
ggoldammer@plexzap.com,1392,house,72,74,68341
ggood@silis.com,1235,apartment,77,71,17606
ggood@xx-holding.com,785,house,76,70,54744
ggotter@zumgoity.com,2721,condominium,74,70,02111
ggreenbush@zotware.com,936,townhome,75,73,83676
ggrenet@faxquote.com,1952,house,73,NULL,70158
ghagele@bioholding.com,1002,apartment,NULL,71,27862
ghamilton@doncon.com,786,house,70,72,87501
ghamilton@ganjaflex.com,1344,house,71,73,63461
gharabedian@zotware.com,62,apartment,76,73,74027
ghaufler@hatfan.com,599,apartment,73,75,90089
ghengel@zoomit.com,650,townhome,NULL,73,35771
ghoa@inity.com,2799,townhome,76,73,29821
ghoffis@dambase.com,428,apartment,70,70,54611
ghoffis@ganjaflex.com,2118,house,NULL,74,06470
ghoffis@year-job.com,905,townhome,73,73,72716
ghollack@opentech.com,1622,apartment,76,72,98581
ghughey@golddex.com,1291,townhome,72,NULL,57661
ghughey@konex.com,604,house,68,72,61862
ghughey@y-corporation.com,545,apartment,76,NULL,92404
ginouye@scottech.com,1210,house,NULL,73,53558
gkannady@finhigh.com,1608,condominium,77,71,21852
gkannady@yearin.com,928,house,72,75,21104
gkardas@ganjaflex.com,692,townhome,72,NULL,49952
gkardas@groovestreet.com,547,house,76,74,76670
gkarpel@goodsilron.com,3365,house,75,70,94949
gkeener@plussunin.com,1475,condominium,76,72,92143
gkiel@plussunin.com,1418,house,72,74,66780
gkines@zumgoity.com,510,condominium,74,NULL,96715
gkippley@xx-holding.com,3479,house,75,73,55127
gklonowski@iselectrics.com,567,townhome,NULL,73,43551
gklusman@openlane.com,1695,apartment,NULL,NULL,57437
gknipp@scotfind.com,2322,townhome,72,NULL,59844
gkolmetz@nam-zim.com,833,apartment,70,NULL,25621
gkusko@singletechno.com,1478,house,71,NULL,74441
glapage@konex.com,997,apartment,69,73,73722
glary@ganjaflex.com,650,house,NULL,73,80221
glawler@hottechi.com,1566,apartment,67,69,60435
glimmel@lexiqvolax.com,703,house,69,74,06497
glimmel@scottech.com,2955,house,75,73,51331
glindall@rundofase.com,1075,townhome,69,75,63107
glipke@zathunicon.com,1515,house,64,73,01337
glipkin@iselectrics.com,983,apartment,76,NULL,40032
gliukko@golddex.com,87,condominium,69,70,14787
gliukko@kinnamplus.com,1450,apartment,77,74,66024
gloader@dontechi.com,1247,condominium,NULL,NULL,63137
glueckenbach@faxquote.com,785,apartment,72,NULL,71066
glukasik@streethex.com,1714,house,69,73,66225
gmadarang@dalttechnology.com,1118,townhome,74,75,31776
gmadarang@lexiqvolax.com,422,apartment,71,NULL,25719
gmaile@betatech.com,755,house,76,75,40744
gmallett@konmatfix.com,2364,house,73,71,22205
gmarrier@rantouch.com,1292,apartment,75,NULL,16375
gmaybury@openlane.com,596,apartment,76,72,43828
gmaybury@opentech.com,126,"mobile home",67,73,70073
gmaynerich@plussunin.com,1220,townhome,76,68,71823
gmccullan@opentech.com,2267,townhome,68,74,74171
gmcnease@betasoloin.com,812,condominium,75,76,15265
gmcrae@inity.com,1777,townhome,73,75,38945
gmeinerding@fasehatice.com,1961,apartment,66,74,75770
gmeteer@scottech.com,1099,house,71,75,06137
gmiceli@betasoloin.com,241,"mobile home",76,74,98632
gmiceli@yearin.com,724,house,71,69,88211
gmirafuentes@condax.com,1304,townhome,68,74,93530
gmodzelewski@xx-holding.com,796,house,75,72,93001
gmorasca@sunnamplex.com,1437,house,NULL,72,70808
gmotley@zencorporation.com,319,"mobile home",73,71,79701
gmunis@kan-code.com,940,apartment,75,71,45360
gnicka@ron-tech.com,3048,house,72,71,41397
gnicolozakes@dambase.com,815,apartment,69,70,37840
gnievas@plexzap.com,162,apartment,67,72,83221
gnunlee@treequote.com,2990,house,74,72,05863
gostolaza@konex.com,612,townhome,66,NULL,37162
gostrosky@y-corporation.com,804,apartment,73,74,49097
gostrosky@zoomit.com,1215,condominium,NULL,74,95126
gpalaia@xx-zobam.com,902,house,70,74,46581
gpapasergi@scottech.com,734,townhome,68,74,62018
gpaprocki@dontechi.com,866,apartment,76,NULL,81027
gparlato@faxquote.com,1615,house,75,NULL,52249
gpedrozo@betatech.com,3440,apartment,67,NULL,33431
gperez@zumgoity.com,1161,house,69,NULL,12732
gperigo@zumgoity.com,903,house,70,73,49326
gperin@treequote.com,1714,house,73,75,93420
gperin@year-job.com,722,apartment,71,NULL,44445
gpoquette@konex.com,209,"mobile home",76,72,93649
greiber@y-corporation.com,955,apartment,72,NULL,12075
greitler@fasehatice.com,611,house,72,74,51025
grentfro@iselectrics.com,1381,apartment,75,71,87821
grentfro@treequote.com,1643,house,73,75,46376
grhymes@konmatfix.com,1522,apartment,76,73,14030
grochin@opentech.com,487,condominium,74,73,91731
grodeigues@hatfan.com,1689,house,71,74,50210
grodeigues@treequote.com,2221,house,69,NULL,03784
grodenberger@lexiqvolax.com,963,apartment,72,73,65814
growling@konex.com,453,apartment,72,76,62053
groyster@doncon.com,726,townhome,71,NULL,74853
grulapaugh@codehow.com,675,house,74,74,51647
gryser@codehow.com,470,condominium,66,NULL,02902
gsahagun@rangreen.com,1687,apartment,72,NULL,34101
gsamara@mathtouch.com,1562,apartment,68,73,85264
gsamu@funholding.com,2105,house,NULL,73,18619
gsamu@warephase.com,1076,house,73,72,49640
gsaras@doncon.com,2641,condominium,73,68,66857
gsarbacher@conecom.com,2246,house,71,NULL,95542
gschieler@finhigh.com,1970,apartment,74,71,13780
gschoeneck@funholding.com,240,house,71,NULL,44431
gschoeneck@y-corporation.com,843,house,73,73,04773
gscriven@plexzap.com,740,apartment,NULL,NULL,22727
gsengbusch@treequote.com,1311,house,69,73,02205
gshadrick@plusstrip.com,949,townhome,74,76,45231
gshinko@silis.com,38,"mobile home",NULL,NULL,15783
gshire@kinnamplus.com,2170,house,NULL,68,16228
gsilvestrini@ron-tech.com,475,apartment,NULL,NULL,42761
gsilvestrini@toughzap.com,544,condominium,75,74,41037
gsimilton@kan-code.com,986,house,73,75,95607
gsimilton@warephase.com,720,house,73,71,92605
gskulski@zotware.com,1734,townhome,73,NULL,24363
gskursky@yearin.com,451,apartment,65,72,12029
gsmith@doncon.com,480,"mobile home",73,73,43338
gspringe@bioplex.com,703,apartment,NULL,NULL,75310
gstockham@sunnamplex.com,2255,house,68,NULL,79078
gstoltzman@plexzap.com,532,townhome,75,73,62987
gstoltzman@plusstrip.com,114,"mobile home",73,NULL,24151
gstoltzman@streethex.com,911,house,75,73,07602
gsweigard@faxquote.com,153,apartment,65,71,17215
gtagala@dambase.com,397,apartment,72,NULL,27630
gtawil@toughzap.com,936,apartment,76,NULL,18214
gtegarden@ron-tech.com,94,apartment,74,NULL,16049
gtheodorov@funholding.com,715,apartment,69,72,15920
gthyberg@rantouch.com,268,"mobile home",71,70,15923
gthyberg@ron-tech.com,1327,apartment,75,70,07043
gtimenez@y-corporation.com,1077,condominium,NULL,73,20207
gtjepkema@codehow.com,1635,apartment,70,NULL,91301
gtjepkema@plusstrip.com,2531,condominium,70,73,30562
gtomasulo@scottech.com,776,apartment,76,71,62272
gtomasulo@year-job.com,1747,house,64,73,66539
gtomblin@statholdings.com,1315,apartment,70,75,53142
gtoyama@streethex.com,797,apartment,73,73,10538
gtromblay@singletechno.com,1962,condominium,78,70,48234
gturinetti@mathtouch.com,1292,house,NULL,73,50165
gvanheusen@faxquote.com,1407,condominium,74,72,76205
gvenere@cancity.com,1157,apartment,74,75,70112
gvenere@gogozoom.com,943,"mobile home",76,74,63197
gventura@toughzap.com,516,"mobile home",76,75,40177
gvinning@golddex.com,1553,apartment,NULL,NULL,57538
gwaycott@goodsilron.com,646,apartment,71,72,60330
gwaycott@sumace.com,2139,house,75,73,28777
gwaymire@bioplex.com,825,apartment,71,72,19002
gweglarz@opentech.com,1230,house,69,74,79778
gwesterbeck@iselectrics.com,1170,townhome,71,72,47929
gwieser@bioholding.com,1665,house,67,73,37419
gwiklund@cancity.com,1096,condominium,76,NULL,55006
gwildfong@kan-code.com,915,apartment,70,74,92823
gworlds@lexiqvolax.com,758,house,69,70,42302
gwrinkles@hatfan.com,3394,apartment,75,74,40209
gzagen@donware.com,1277,house,68,74,75043
gzurcher@bioplex.com,659,townhome,75,71,63005
habdallah@golddex.com,1023,condominium,74,NULL,19033
halbares@betatech.com,1197,house,70,71,08352
hauffrey@sonron.com,728,house,71,73,05701
hbarfield@isdom.com,1847,house,73,74,85240
hbevelacqua@inity.com,707,house,72,NULL,18661
hbevelacqua@konmatfix.com,2003,apartment,70,74,71365
hbevelacqua@stanredtax.com,1777,house,75,72,07628
hblackwood@konex.com,438,apartment,NULL,75,62863
hblunk@dambase.com,48,apartment,76,72,74818
hboulter@cancity.com,301,"mobile home",70,NULL,28438
hbourbon@zencorporation.com,788,house,73,72,83857
hbrachle@finhigh.com,1043,house,65,73,10921
hbrachle@nam-zim.com,408,apartment,77,73,57449
hbuemi@newex.com,1338,condominium,67,72,14753
hburnard@finjob.com,894,house,75,74,47147
hbuvens@betatech.com,961,apartment,71,72,17941
hbuvens@silis.com,1094,apartment,NULL,75,32791
hbuzick@donware.com,95,condominium,72,75,40526
hcallaro@bioplex.com,60,condominium,73,72,41201
hcampain@scotfind.com,908,townhome,NULL,74,30072
hcandlish@kinnamplus.com,928,apartment,75,70,60803
hcanlas@gogozoom.com,1211,house,72,72,41091
hcaudy@dalttechnology.com,453,apartment,69,73,27379
hchavous@gogozoom.com,2475,house,NULL,NULL,01341
hchavous@openlane.com,1274,townhome,77,73,49629
hchickering@dambase.com,1355,apartment,73,72,95253
hcomnick@opentech.com,1384,apartment,70,73,94405
hcork@betatech.com,2220,house,71,72,85003
hcoyier@goodsilron.com,1307,apartment,71,75,97408
hcrupi@dontechi.com,1174,townhome,NULL,NULL,64055
hdelasancha@finjob.com,446,"mobile home",71,NULL,45646
hdemesa@zoomit.com,2497,townhome,70,72,60152
hdewar@dambase.com,594,house,74,NULL,47374
hdewar@domzoom.com,714,condominium,69,NULL,92255
hdilliard@zumgoity.com,1808,house,76,74,38027
hdopico@zencorporation.com,584,house,72,75,42085
hdorshorst@ontomedia.com,710,house,74,NULL,12196
hdubaldi@green-plus.com,1904,townhome,73,70,03896
heroman@treequote.com,1420,apartment,67,72,40076
hfillingim@kan-code.com,1181,house,73,69,89135
hfillingim@opentech.com,996,house,71,72,74082
hfoller@doncon.com,2531,house,73,70,19087
hfrancescon@iselectrics.com,1447,condominium,69,72,44509
hfrerking@bioplex.com,1307,condominium,72,73,60615
hfrey@inity.com,2467,house,NULL,68,48866
hfunnell@zencorporation.com,1077,apartment,NULL,71,27356
hgato@dambase.com,591,house,75,NULL,95798
hgato@ontomedia.com,713,house,76,72,44401
hgesick@betasoloin.com,1602,house,73,72,63878
hgiguere@zotware.com,1139,apartment,NULL,69,92281
hgood@groovestreet.com,548,house,NULL,NULL,59868
hgrenet@streethex.com,1407,apartment,75,72,44671
hhagele@konex.com,1073,house,76,72,73641
hhanafan@scotfind.com,1433,house,78,73,47048
hhanafan@warephase.com,2011,house,72,73,07738
hharabedian@zotware.com,677,apartment,NULL,NULL,06031
hheintzman@zencorporation.com,2435,house,77,NULL,12834
hhirpara@dalttechnology.com,1064,apartment,69,71,08097
hhoffis@zumgoity.com,954,house,NULL,71,29469
hhoneywell@groovestreet.com,1547,condominium,74,72,67938
hhoneywell@labdrill.com,2090,house,75,71,30165
hhughey@ganjaflex.com,2862,house,NULL,NULL,12542
hjacobos@scotfind.com,167,"mobile home",73,74,32341
hkalafatis@openlane.com,1515,house,69,71,46298
hkannady@silis.com,1996,house,74,72,44128
hkippley@faxquote.com,2144,house,68,69,05069
hkippley@hottechi.com,242,house,72,72,05051
hklonowski@plexzap.com,233,house,73,74,32346
hkohnert@bioholding.com,521,apartment,76,72,75689
hkorando@domzoom.com,1463,townhome,74,74,62466
hkownacki@kan-code.com,2019,townhome,76,NULL,32447
hkusko@rundofase.com,380,apartment,71,72,22548
hlayous@blackzim.com,88,townhome,70,74,56650
hleinenbach@plexzap.com,1636,house,66,75,30390
hleinenbach@zoomit.com,1161,townhome,67,70,29111
hlinahan@scottech.com,2104,house,71,74,11366
hlizama@zoomit.com,878,apartment,73,73,02156
hlorens@dontechi.com,1046,townhome,67,71,70522
hlouissant@dalttechnology.com,1046,house,72,69,70079
hlouissant@j-texon.com,1148,apartment,69,NULL,95006
hlouissant@rundofase.com,1645,house,69,NULL,74132
hlukasik@betatech.com,643,house,66,NULL,24565
hmaillard@doncon.com,194,condominium,75,NULL,30364
hmaillard@hatfan.com,544,apartment,NULL,72,11577
hmalet@funholding.com,2013,condominium,74,71,32095
hmalvin@scotfind.com,808,apartment,73,76,18708
hmarrier@condax.com,678,house,NULL,74,28603
hmastella@goodsilron.com,169,house,69,72,80498
hmclaird@bioplex.com,2034,townhome,72,72,44704
hmconnell@conecom.com,507,condominium,NULL,73,10279
hmcrae@konex.com,627,house,70,70,85344
hmcrae@newex.com,979,house,NULL,71,35548
hmeisel@yearin.com,902,apartment,71,NULL,68837
hmeteer@openlane.com,1397,house,76,NULL,14515
hmeteer@year-job.com,74,townhome,75,71,79121
hmonterrubio@konex.com,670,townhome,75,71,96092
hmyricks@domzoom.com,856,apartment,71,69,80428
hmyricks@kan-code.com,185,townhome,71,NULL,72311
hmyricks@lexiqvolax.com,1165,apartment,71,76,18949
hnachor@green-plus.com,1147,apartment,73,69,95480
hnayar@finhigh.com,1158,condominium,77,NULL,38562
hnievas@groovestreet.com,373,apartment,70,NULL,20849
holdroyd@silis.com,802,condominium,72,NULL,36776
hostrosky@goodsilron.com,836,apartment,66,NULL,36258
hpadilla@zathunicon.com,1158,house,72,72,18631
hpaprocki@betatech.com,473,apartment,76,71,06365
hpelkowski@hottechi.com,1399,house,74,73,44270
hpoullion@zoomit.com,411,apartment,73,NULL,40862
hrhymes@codehow.com,1080,condominium,72,NULL,16872
hriden@golddex.com,791,house,73,74,52562
hrim@dalttechnology.com,1794,condominium,70,69,50552
hriopelle@y-corporation.com,667,condominium,70,73,98512
hrochin@doncon.com,562,apartment,74,NULL,29453
hrulapaugh@donware.com,660,house,71,68,07760
hsaulter@ontomedia.com,1928,apartment,75,74,96385
hsaulter@scotfind.com,4449,house,73,73,75090
hsayaphon@yearin.com,795,house,71,73,88337
hscheyer@goodsilron.com,1905,townhome,65,74,39595
hschmierer@plusstrip.com,1101,apartment,69,NULL,76537
hschnitzler@lexiqvolax.com,468,townhome,73,NULL,45712
hsergi@year-job.com,1486,apartment,72,73,76522
hsetter@bioholding.com,2917,house,68,NULL,50831
hslayton@ontomedia.com,1819,house,73,NULL,29588
hstimmel@bioholding.com,1159,townhome,70,72,07302
hstorment@konmatfix.com,1910,apartment,68,NULL,45036
hstorment@lexiqvolax.com,575,townhome,74,71,73117
hsuell@mathtouch.com,936,apartment,72,NULL,07980
hsweely@dontechi.com,340,apartment,68,73,31405
hsyrop@doncon.com,636,townhome,72,NULL,33993
htawil@conecom.com,1486,house,65,NULL,73090
htawil@openlane.com,182,townhome,NULL,75,22810
htegarden@finjob.com,1440,condominium,75,NULL,11965
hthreets@gogozoom.com,1397,house,75,71,33991
htimenez@bioplex.com,141,condominium,70,71,63744
htjepkema@green-plus.com,253,"mobile home",78,76,40730
htomasulo@hottechi.com,802,apartment,74,69,33257
htreston@ganjaflex.com,718,townhome,74,76,24716
hupthegrove@betatech.com,1665,house,68,NULL,04030
hvanheusen@nam-zim.com,1593,apartment,74,72,14903
hventura@inity.com,1813,apartment,77,74,93955
hvillanueva@mathtouch.com,1078,townhome,69,73,67024
hwaymire@toughzap.com,725,house,73,76,81411
hweglarz@plexzap.com,1416,house,NULL,NULL,34108
hwhobrey@conecom.com,21,"mobile home",NULL,NULL,24363
hwhobrey@ron-tech.com,760,condominium,64,NULL,13865
hwildfong@zotware.com,923,apartment,71,71,37801
hwolny@j-texon.com,1508,house,68,71,03287
hzepp@ganjaflex.com,1145,house,76,NULL,37187
hzepp@kan-code.com,606,house,74,NULL,57466
ialbares@sunnamplex.com,1254,condominium,74,71,37642
iamigon@fasehatice.com,88,apartment,NULL,NULL,54915
iandreason@plusstrip.com,877,house,NULL,73,71426
iauffrey@plussunin.com,900,apartment,68,72,47649
ibachman@zoomit.com,1192,house,75,72,77467
